UMAP 0,UMAP 1,cell_type,gene_0,gene_1,gene_2,gene_3,gene_4,gene_5,gene_6,gene_7
-16.997822,-12.697985,Naive CD20+ B IGKC+,IGKC,IGHM,HLA-DRA,IGHD,CD79B,TCL1A,CD79A,CD74
-2.5286438,-3.0415564,CD8+ T naive,JUNB,TRBC1,TRBC2,HBA1,MALAT1,FOS,CD8B,CD8
19.718517,-17.051262,Reticulocyte,MALAT1,HBM,HBB,HBA2,HBD,CA1,HBA1,AHSP
20.271801,-12.647537,Reticulocyte,MALAT1,HBA2,HBD,HBB,HBA1,BLVRB,AHSP,FOS
-1.8896663,5.360757,CD4+ T naive,TRBC1,CRIP1,IL7R,TUBA1B,HIST1H1D,MALAT1,CD69,TNFAIP3
-9.17965,-11.785601,Transitional B,CD79B,IGKC,CD24,STMN1,IGHM,HLA-DRA,IGLC1,SOX4
-6.4944105,6.343259,CD4+ T naive,CRIP1,FOS,IL7R,JUNB,PCED1B-AS1,TMSB10,NOSIP,PRKCQ-AS1
-3.11797,13.335665,CD4+ T activated,IL7R,KLRB1,FOS,TRBC1,CRIP1,CD69,MALAT1,JUNB
0.019370146,-1.4871382,CD8+ T naive,CD8B,TRBC1,CD8,TRBC2,HBA1,CITED2,MALAT1,TNFAIP3
-1.1324542,-1.6325392,CD8+ T naive,CD69,FOS,TRBC2,CD8B,JUNB,JUN,KLRK1,CD8
-9.673947,-11.85014,Transitional B,IGHM,CD79B,VPREB3,CD24,SOX4,IGLL1,TCL1A,VPREB1
-6.8015876,9.507155,CD4+ T naive,CRIP1,JUNB,TRBC1,DUSP2,HBA1,ANXA1,ARL4C,ID2
-0.0094777215,-2.432252,CD8+ T naive,CD8B,HIST1H4C,TRBC2,JUNB,FOS,CD8,CCL5,HBM
-0.8867742,-1.0897989,CD8+ T naive,JUNB,CD8B,TRBC1,CD69,FOSB,IL7R,CD8,SAT1
14.527769,5.371893,CD14+ Mono,NEAT1,CTSS,LYZ,S100A9,SAT1,PSAP,FGL2,AHNAK
-3.8232837,6.8921137,CD4+ T naive,TRBC1,HBA2,TPT1,AL499604.1,NEAT1,TRAC,BCL11B,HBB
8.283031,13.982205,CD8+ T CD57+ CD45RA+,NKG7,GNLY,CCL5,GZMB,GZMH,FOS,CST7,FGFBP2
14.9988575,0.38108343,CD14+ Mono,S100A9,S100A8,LYZ,S100A12,FCN1,VCAN,AC020656.1,CTSS
7.8996964,12.82469,CD8+ T CD57+ CD45RA+,NKG7,CCL5,GNLY,GZMB,GZMH,CST7,PRF1,FOS
17.143435,-17.757809,Reticulocyte,HBD,MALAT1,HBB,HBA2,AHSP,HBA1,HBM,BLVRB
18.102856,-18.826092,Reticulocyte,HBD,MALAT1,HBM,HBB,HBA2,AHSP,HBA1,CA1
2.2858262,-22.191263,Erythroblast,HBM,HBD,CA1,AHSP,HBB,PRDX2,HBA2,HBA1
18.734533,-19.302523,Reticulocyte,MALAT1,HBD,HBM,HBB,HBA2,HBA1,AHSP,FOS
-2.8357759,-3.8039782,CD8+ T naive,CD8B,CD8,H1FX,LINC02446,CD69,JUN,FOS,KLRK1
16.395073,-15.730148,Reticulocyte,HBD,MALAT1,HBB,HBA2,HBA1,AHSP,SLC25A37,FOS
15.280419,-17.691639,Reticulocyte,HBD,MALAT1,HBB,HBM,AHSP,HBA2,HBA1,BLVRB
-16.153517,-12.43821,Naive CD20+ B IGKC+,IGKC,HLA-DRA,IGHM,CD74,CD79A,HLA-DRB1,NEAT1,HLA-DPB1
-10.51175,-9.907981,Transitional B,CD79B,IGHM,IGLC3,TCL1A,HLA-DRA,VPREB3,SOX4,VPREB1
-9.62299,-11.559356,Transitional B,CD79B,IGHM,TCL1A,STMN1,SOX4,CD24,VPREB1,VPREB3
3.2270932,17.09024,NK,NKG7,CCL5,GZMA,CCL4,TYROBP,FCER1G,CMC1,CST7
12.475451,-17.522385,Normoblast,HBD,HBB,HBA1,HBA2,SLC25A37,HBM,AHSP,TPT1
-4.753993,8.931484,CD4+ T naive,TRBC1,JUNB,IL7R,TNFAIP3,TPT1,CRIP1,KLF6,S100A11
-7.9541445,5.5134034,CD4+ T naive,JUNB,ARL4C,IL7R,FOS,AL499604.1,CRIP1,HBA2,SAT1
-1.5557808,-21.46191,Erythroblast,HBM,HBD,AHSP,CA1,HBB,HBA2,PRDX2,CA2
8.144964,13.127239,CD8+ T CD57+ CD45RA+,NKG7,CCL5,GNLY,GZMB,GZMH,FOS,FGFBP2,CST7
-0.9163699,-3.8824172,CD8+ T naive,IL7R,CD8,HIST1H4C,CD69,FOSB,CD8B,KLRK1,HBA1
0.06826958,-0.10176857,CD8+ T naive,TRBC1,CD8B,HIST1H4C,SAT1,CD8,JUNB,AIF1,IRF1
-2.4268324,-1.057488,CD8+ T naive,TRBC1,CD8B,JUNB,HBA1,SAT1,CD8,PCED1B-AS1,FOSB
6.499064,18.365154,NK,GNLY,NKG7,GZMB,GZMA,CCL4,CST7,CCL5,PRF1
19.705013,-9.48615,Reticulocyte,MALAT1,HBB,HBA2,HBA1,TPT1,TMSB10,JUN,FOS
16.309912,4.9022474,CD14+ Mono,LYZ,S100A9,S100A8,CTSS,CST3,NEAT1,PSAP,TYROBP
-4.51163,8.445782,CD4+ T naive,TRBC1,AL499604.1,JUNB,ARL4C,HIST1H4C,TPT1,CD247,PCED1B-AS1
-5.2265844,5.158472,CD4+ T naive,JUNB,AL499604.1,ARL4C,FOS,MALAT1,SOCS3,HIST1H4C,AREG
-17.564726,-10.382816,Naive CD20+ B IGKC+,IGKC,IGHM,HLA-DRA,CD79B,CD74,IGHD,CD69,CD37
-14.746835,-10.602132,Naive CD20+ B IGKC+,IGKC,IGHM,CD74,CD79B,MS4A1,CD79A,HLA-DRA,HLA-DRB1
20.221184,-15.329718,Reticulocyte,HBD,MALAT1,HBA2,HBB,AHSP,HBA1,BLVRB,FOS
-15.047457,-8.22994,Naive CD20+ B IGKC-,IGHM,HLA-DRA,CD69,IGHD,CD79B,CD74,CD37,MS4A1
-9.199944,-10.662445,Transitional B,IGHM,JUNB,HLA-DRA,HBA1,MALAT1,CD79A,BCL7A,YBX3
20.20443,-10.395352,Reticulocyte,MALAT1,HBA2,HBB,HBA1,HBD,TPT1,JUN,TMSB10
-1.3813677,-2.8131192,CD8+ T naive,TRBC2,SAT1,JUN,FOS,CD8B,HBA1,CD8,CD8A
-5.4050283,4.8522387,CD4+ T activated,JUNB,IL7R,TNFAIP3,AL499604.1,HBA2,ARL4C,CRIP1,TCF7
-3.0066757,8.060595,CD4+ T activated,JUN,MALAT1,SAT1,CRIP1,FOSB,HBA1,ITGB1,RGS1
-1.3164296,6.3116856,CD4+ T naive,HBA1,HIST1H4C,TRBC1,MALAT1,HBD,ARL4C,NUCB2,HBA2
-3.2755146,13.527602,CD4+ T activated,ANXA1,IL7R,KLRB1,AHNAK,ITGB1,KLF6,NEAT1,CD69
19.715319,-12.6724205,Reticulocyte,MALAT1,HBA2,HBD,HBB,HBA1,HBM,SLC25A37,TPT1
-15.3804245,-6.905718,Naive CD20+ B IGKC-,IGLC2,IGHM,CD74,HLA-DRA,CD69,CD79A,CD79B,IGHD
-3.7111778,6.5876293,CD4+ T naive,TRBC1,JUNB,TRBC2,CRIP1,FOS,IL7R,JUN,KLRB1
6.3979483,18.936024,NK,NKG7,GNLY,GZMB,CCL5,CST7,GZMA,PRF1,CCL4
-2.4064298,-2.3439362,CD8+ T naive,JUNB,CD8,CD8B,LINC02446,SAT1,TRBC1,CD69,FOS
-4.067647,7.1489763,CD4+ T naive,MALAT1,SAT1,BCL2,AL499604.1,FOSB,HBA1,DOK2,PCED1B-AS1
-5.4535885,5.312034,CD4+ T naive,JUNB,CRIP1,HIST1H4C,TPT1,TUBA1B,MARCKSL1,NOSIP,ARL4C
17.00573,3.2542682,CD14+ Mono,S100A9,S100A8,LYZ,CTSS,JUN,NEAT1,VCAN,PSAP
0.035797656,-20.809578,Erythroblast,HBM,HBD,AHSP,CA1,HBB,HBA2,HBA1,PRDX2
-6.4705763,5.397134,CD4+ T activated,CD69,HBA1,TRBC2,GIMAP7,ANXA1,ARL4C,H1FX,TRBC1
1.1731591,-0.91640794,CD8+ T naive,SAT1,HIST1H1D,PCED1B-AS1,TNFAIP3,HBB,HBA2,HSP90B1,JUN
-0.6812748,-1.6948113,CD8+ T naive,CD8B,LINC02446,FOS,TPT1,CD8,TRAC,TMSB10,HIST1H1C
-0.69507354,-22.18431,Erythroblast,HBD,HBM,AHSP,CA1,HBB,PRDX2,HIST1H4C,HBA2
6.3313437,19.292477,NK,GNLY,NKG7,CCL4,GZMB,GZMA,CLIC3,CCL3,CST7
20.49297,-12.862675,Reticulocyte,MALAT1,HBA2,HBB,HBD,HBA1,HBM,TMSB10,JUN
20.100842,-15.760637,Reticulocyte,MALAT1,HBD,HBA2,HBB,HBM,HBA1,AHSP,FOS
7.8845215,13.404542,CD8+ T CD57+ CD45RA+,CCL5,NKG7,GNLY,GZMB,GZMH,CST7,GZMA,FGFBP2
14.564058,2.5526135,CD14+ Mono,S100A9,S100A8,LYZ,CTSS,NEAT1,VCAN,FCN1,S100A12
0.16505434,0.25232556,CD8+ T naive,CD8B,CD8,JUN,MALAT1,CD8A,CD69,KLRK1,JUNB
0.047490686,-0.6220246,CD8+ T naive,FOS,CRIP1,JUNB,CD8,CD8B,TRBC2,LINC02446,HIST1H4C
-2.6932788,7.731776,CD4+ T naive,JUN,JUNB,HBD,CRIP1,ANXA1,MALAT1,TRBC2,FOS
-16.870602,-9.8033085,Naive CD20+ B IGKC-,IGHM,HLA-DRA,CD74,JUNB,IGHD,CD79A,MS4A1,CD37
21.046352,-13.682912,Reticulocyte,MALAT1,HBA2,HBB,HBD,HBA1,HBM,TPT1,JUN
-16.137838,-8.083454,Naive CD20+ B IGKC-,IGHM,CD74,IGHD,HLA-DRA,MS4A1,MEF2C,IGKC,CD69
-11.340248,-9.682592,Transitional B,IGHM,IGLC2,IGLC3,CD79B,TCL1A,RGS2,HLA-DRA,VPREB3
-2.2048883,-2.0769691,CD8+ T naive,CD69,FOSB,CD8B,CD8,ID2,PCED1B-AS1,HIST1H1D,TRBC1
15.008282,-0.35132498,CD14+ Mono,LYZ,S100A9,S100A8,NEAT1,LGALS1,FOS,AC020656.1,CST3
-3.3001494,-1.4164023,CD8+ T naive,JUNB,CD8,TRBC1,LINC02446,CD8B,PCED1B-AS1,SAT1,MALAT1
-3.6973617,7.5345535,CD4+ T naive,TRBC1,CRIP1,JUNB,JUN,AL499604.1,MALAT1,TNFAIP3,H1FX
-4.226043,5.638084,CD4+ T naive,JUNB,TRBC1,MALAT1,HBA2,GPR183,BCL11B,CRYBG1,HBA1
-12.282073,-11.697292,Transitional B,IGKC,IGHM,CD79B,TCL1A,HLA-DRA,CD74,VPREB3,PCDH9
-5.086415,6.6414976,CD4+ T naive,JUNB,GPR183,CRIP1,MALAT1,ANXA1,HIST1H4C,FOS,ZFP36
14.907608,0.7100886,CD14+ Mono,S100A9,S100A8,LYZ,LGALS1,CTSS,FCN1,AC020656.1,VCAN
-7.4932413,5.90493,CD4+ T naive,MALAT1,JUNB,CRIP1,HBD,CD69,PRKCQ-AS1,AHNAK,SAT1
15.366152,4.378839,CD14+ Mono,S100A9,S100A8,NEAT1,LYZ,CTSS,CST3,AIF1,PSAP
-1.7349851,-3.6461833,CD8+ T naive,CD8B,CD69,CD8,FOS,MALAT1,TRBC2,CCL4,TNFAIP3
-3.0105171,13.662953,CD4+ T activated,CRIP1,S100A11,FOS,JUNB,AHNAK,ITGB1,CD2,JUN
5.7065086,14.374231,CD8+ T CD57+ CD45RA+,NKG7,CCL5,AHNAK,GNLY,PRF1,GZMB,ITGB1,SYNE1
-0.7550434,-2.8948061,CD8+ T naive,CD69,CD8B,FOS,FYB1,CD8,LINC02446,MALAT1,HIST1H4C
18.926672,-14.344965,Reticulocyte,MALAT1,HBD,HBA2,HBB,HBA1,TPT1,AHSP,JUN
-1.6705203,-2.0545392,CD8+ T naive,JUNB,TRBC1,TRAC,CD8,CD8B,FOS,IRF1,FOSB
1.6513,-22.43885,Erythroblast,HBM,HBD,AHSP,HBB,PRDX2,HBA2,CA2,GYPA
-4.6281576,3.1566517,CD4+ T naive,JUNB,HIST1H4C,NOSIP,GPR183,HBA2,CRIP1,DDIT4,CD8
7.841984,14.259539,CD8+ T CD57+ CD45RA+,GNLY,NKG7,CCL5,GZMB,GZMH,GZMA,LGALS1,CST7
-15.904969,-13.123413,Naive CD20+ B IGKC+,IGKC,IGHM,HLA-DRA,CD74,CD79B,TCL1A,IGHD,HLA-DRB1
-10.153816,-12.247622,Transitional B,IGKC,CD79B,IGHM,VPREB3,HLA-DRA,VPREB1,SOX4,CD24
-14.942036,-8.671324,Naive CD20+ B IGKC-,IGHM,HLA-DRA,IGLC3,CD74,CD79B,HLA-DPB1,IGHD,CD37
-4.7108564,5.122362,CD4+ T naive,JUNB,CD69,HBA1,IRF1,DDIT4,FOS,ARL4C,PRKCQ-AS1
15.215094,0.13094814,CD14+ Mono,S100A8,S100A9,LYZ,AC020656.1,LGALS1,VCAN,FCN1,PSAP
-6.7942243,6.3565235,CD4+ T naive,TRBC1,FOS,PCED1B-AS1,BCL2,MALAT1,PRKCQ-AS1,IL4R,HIST1H4C
-2.9879231,6.178058,CD4+ T activated,JUNB,FOS,TRBC1,NEAT1,GPR183,CRIP1,CITED2,TRAC
-0.86872447,-1.2350732,CD8+ T naive,TRBC1,HIST1H1D,NEAT1,JUNB,FOS,CD8B,FOSB,CD8
7.6995845,14.183488,CD8+ T CD57+ CD45RA+,NKG7,CCL5,GNLY,CCL4,GZMB,CST7,GZMH,CRIP1
19.043015,-16.801506,Reticulocyte,MALAT1,HBD,HBM,HBB,HBA2,HBA1,AHSP,FOS
19.948078,-12.318808,Reticulocyte,MALAT1,HBA2,HBB,HBA1,HBD,TPT1,TMSB10,AHSP
0.47820854,-22.120586,Erythroblast,HBM,CA1,HBD,AHSP,HBB,PRDX2,HBA2,HBA1
-4.353346,6.167356,CD4+ T naive,JUNB,TNFAIP3,PCED1B-AS1,MALAT1,TSHZ2,IL7R,CRIP1,TRBC2
19.376873,-15.390869,Reticulocyte,MALAT1,HBD,HBA2,HBB,HBA1,AHSP,HBM,FOS
10.215569,-19.313747,Normoblast,HBD,HBM,HBB,CA1,HBA2,HBA1,AHSP,SLC25A37
21.367455,-10.655268,Reticulocyte,MALAT1,HBA2,HBB,HBA1,HBD,TPT1,JUN,TMSB10
20.622345,-13.603236,Reticulocyte,MALAT1,HBD,HBA2,HBB,HBA1,AHSP,JUN,FOS
-1.6032307,-21.540344,Erythroblast,HBM,HBD,AHSP,CA1,HBB,HIST1H4C,PRDX2,HBA2
-3.767843,8.687576,CD4+ T naive,TRBC1,MALAT1,FOSB,HIST1H4C,TRBC2,EGR1,JUN,JUNB
19.685781,-13.1329,Reticulocyte,MALAT1,HBD,HBB,HBA2,HBA1,AHSP,TPT1,JUN
21.038113,-11.504383,Reticulocyte,MALAT1,HBA2,HBB,HBD,HBA1,JUN,TMSB10,TPT1
-1.5281622,7.611948,CD4+ T naive,TRBC1,JUN,IL7R,HBD,HIST1H1D,JUNB,KLF6,BCL11B
8.33654,13.095071,CD8+ T CD57+ CD45RA+,CCL5,NKG7,GNLY,GZMB,GZMH,GZMA,FGFBP2,FOS
18.859528,-17.447937,Reticulocyte,HBD,HBM,MALAT1,HBB,HBA2,AHSP,HBA1,FOS
17.075323,3.4625273,CD14+ Mono,S100A9,S100A8,LYZ,VCAN,CTSS,NEAT1,FCN1,AC020656.1
-8.130644,8.266646,CD4+ T naive,TRBC1,FOS,JUNB,MALAT1,CRIP1,JUN,ARL4C,TRAT1
-6.175601,4.696883,CD4+ T naive,TRBC1,HIST1H4C,IL7R,GPR183,TNFAIP3,CRIP1,ID2,JUNB
14.266647,2.278744,CD14+ Mono,S100A9,S100A8,NEAT1,LYZ,CTSS,FOS,SAT1,AIF1
19.42122,-14.762317,Reticulocyte,HBD,MALAT1,HBA2,HBB,HBA1,AHSP,FOS,JUN
17.591352,0.07576169,CD14+ Mono,S100A9,S100A8,LYZ,FCN1,S100A12,CTSS,VCAN,AC020656.1
8.4766445,14.132343,CD8+ T CD57+ CD45RA+,GNLY,CCL5,NKG7,GZMB,CST7,CCL4,GZMH,PRF1
7.5800357,13.1347685,CD8+ T CD57+ CD45RA+,NKG7,CCL5,GNLY,GZMB,GZMH,PRF1,CST7,FGFBP2
-3.6600204,12.0149765,CD4+ T activated,CRIP1,ANXA1,ITGB1,IL7R,JUNB,FOS,MALAT1,TRAC
14.643232,3.4217334,CD14+ Mono,S100A9,S100A8,NEAT1,LYZ,CTSS,VCAN,PSAP,TYROBP
16.849655,-17.173504,Reticulocyte,HBD,HBM,MALAT1,HBB,HBA2,AHSP,HBA1,FOS
21.024662,-10.485888,Reticulocyte,MALAT1,HBA2,HBB,HBA1,HBD,TPT1,JUN,TMSB10
-5.166541,5.102904,CD4+ T naive,TRBC1,JUNB,TNFAIP3,MALAT1,FOS,HIST1H4C,ID2,TRAT1
-3.139327,-0.577652,CD8+ T naive,JUNB,TRBC1,HIST1H1D,ID2,FOSB,TNFAIP3,NR4A2,HBA1
6.5925665,13.588105,CD8+ T CD57+ CD45RA+,NKG7,GNLY,CCL5,GZMB,CCL4,GZMH,PRF1,CRIP1
-14.232919,-8.369585,Naive CD20+ B IGKC-,IGHM,HLA-DRA,CD74,TCL1A,IGLC2,MS4A1,IGLC1,HLA-DPB1
19.26103,-16.699686,Reticulocyte,HBD,HBM,MALAT1,HBA2,HBB,HBA1,AHSP,BLVRB
20.208744,-11.755659,Reticulocyte,MALAT1,HBA2,HBB,HBD,HBA1,TMSB10,TPT1,JUN
-2.7444627,14.412209,NK,KLRB1,ANXA1,CRIP1,SAT1,FOS,S100A11,NEAT1,ITGB1
-1.9809725,-20.959528,Erythroblast,HBM,HBD,CA1,AHSP,HBB,PRDX2,HIST1H4C,HBA2
-2.4840305,-2.4608517,CD8+ T naive,CD8,CD8B,FOS,DUSP2,AL499604.1,JUNB,KLRK1,TRBC1
0.05155465,-21.576857,Erythroblast,HBM,AHSP,HBD,CA1,HBB,PRDX2,HBA2,HIST1H4C
-1.1935099,11.444845,CD4+ T activated,CRIP1,ANXA1,GPR183,S100A11,IL7R,ITGB1,HBM,TRBC2
-2.1355104,-2.3193188,CD8+ T naive,CD8,CD8B,CD8A,HBA1,MALAT1,JUNB,NUCB2,HIST1H4C
4.0828238,16.995258,NK,GNLY,NKG7,KLRD1,TYROBP,CTSW,CCL5,CMC1,CST7
19.045517,-16.51506,Reticulocyte,HBD,MALAT1,HBA2,HBB,AHSP,HBA1,HBM,FOS
6.339177,14.891881,CD8+ T CD57+ CD45RA+,GNLY,CCL5,NKG7,AHNAK,CCL4,PRF1,FGFBP2,ZEB2
7.525209,13.361946,CD8+ T CD57+ CD45RA+,CCL4,NKG7,CCL5,GNLY,FOS,GZMH,FGFBP2,MALAT1
-16.382431,-12.556744,Naive CD20+ B IGKC+,IGKC,IGHM,HLA-DRA,CD74,HLA-DRB1,CD79B,FOSB,CD79A
-3.3348708,8.509434,CD4+ T naive,TRBC1,JUNB,MALAT1,TRBC2,DUSP2,HBA1,SAT1,LEPROTL1
-2.2468889,-0.78643596,CD8+ T naive,TRBC1,JUNB,CD8B,FOS,CD8,HBA1,IL7R,LINC02446
-14.780159,-8.351908,Naive CD20+ B IGKC-,CD74,IGLC3,IGHM,HLA-DRA,CD79A,HLA-DPB1,CD37,CD79B
7.0420957,14.528594,CD8+ T CD57+ CD45RA+,NKG7,CCL5,GNLY,GZMB,CCL4,GZMA,GZMH,FGFBP2
17.949253,-13.634342,Reticulocyte,MALAT1,HBA2,HBB,HBD,HBA1,HBM,TPT1,AHSP
16.535028,-18.609844,Reticulocyte,HBD,MALAT1,HBB,HBA2,AHSP,HBM,HBA1,FOS
-2.28134,7.46852,CD4+ T naive,TRBC1,GPR183,CRIP1,TNFAIP3,TPT1,TRBC2,CD69,KLF6
-14.882167,-6.6397166,Naive CD20+ B IGKC-,IGLC3,IGLC2,HLA-DRA,IGHM,CD74,CD79B,CD79A,HLA-DRB1
-2.0684767,-4.565155,CD8+ T naive,CD8,CD8B,LINC02446,FOSB,MALAT1,SAT1,HBA1,HIST1H4C
19.927996,-16.986794,Reticulocyte,MALAT1,HBM,HBD,HBA2,HBB,AHSP,HBA1,CA1
-1.6951401,14.799464,CD4+ T activated,KLRB1,CRIP1,S100A11,IL7R,ANXA1,HBD,AHNAK,FOS
-16.687428,-12.693721,Naive CD20+ B IGKC+,IGKC,IGHM,HLA-DRA,CD79A,CD74,IGHD,HLA-DRB1,MS4A1
9.5289955,-18.970419,Normoblast,HBD,HBM,AHSP,HBB,SLC25A37,HBA2,HBA1,SLC4A1
18.935368,-16.819763,Reticulocyte,HBD,MALAT1,HBM,HBA2,HBB,HBA1,CA1,AHSP
-1.1250687,14.92426,CD4+ T activated,KLRB1,IL7R,ANXA1,SYNE2,CCL5,AHNAK,CRIP1,CD2
-17.019459,-12.579838,Naive CD20+ B IGKC+,IGKC,HLA-DRA,IGHM,CD74,FOSB,HBA2,IGHD,HLA-DRB1
-6.309698,5.540454,CD4+ T naive,DUSP2,JUNB,CD8B,NOSIP,FOS,GPR183,ARL4C,MALAT1
-2.165424,12.220381,CD4+ T activated,KLRB1,CRIP1,CD69,S100A11,GPR183,IL7R,JUN,FOS
-14.747305,-6.0769825,Naive CD20+ B IGKC-,IGLC2,IGLC3,CD74,IGHM,HLA-DRA,HLA-DPB1,CD37,HLA-DRB1
22.051731,-12.545699,Reticulocyte,MALAT1,HBB,HBA2,HBA1,HBM,JUN,TMSB10,CA1
-2.420048,-2.7868505,CD8+ T naive,AIF1,CD8,IL7R,TRBC2,JUN,DUSP2,CD8B,JUNB
-1.6016622,-2.486909,CD8+ T naive,TRBC1,JUNB,CD8B,IL7R,CD8,HIST1H4C,TRBC2,HBD
-0.6218591,13.916786,CD4+ T activated,KLRB1,CRIP1,IL7R,S100A11,ANXA1,AHNAK,CD69,KLF6
-0.9571128,-1.7667695,CD8+ T naive,CD8,CD8B,JUNB,FYB1,TRBC2,KLRK1,FOS,TPT1
-3.1642933,13.900391,CD4+ T activated,CRIP1,ANXA1,ITGB1,S100A11,AHNAK,JUNB,IL7R,CD2
16.68636,3.765407,CD14+ Mono,LYZ,NEAT1,S100A9,CTSS,S100A8,PSAP,VCAN,TYROBP
19.86534,-12.4279785,Reticulocyte,MALAT1,HBA2,HBB,HBA1,HBD,TPT1,TMSB10,JUN
14.835524,4.176229,CD14+ Mono,S100A9,NEAT1,CTSS,LYZ,S100A8,VCAN,FGL2,TYROBP
-1.0142281,-1.5100756,CD8+ T naive,JUNB,CD69,TRBC2,PCED1B-AS1,CCL5,H1FX,DUSP2,ID2
18.092611,-20.061668,Reticulocyte,HBD,MALAT1,HBM,HBB,HBA2,HBA1,AHSP,FOS
16.32774,1.9097525,CD14+ Mono,S100A9,S100A8,LYZ,CTSS,VCAN,PSAP,AC020656.1,SAT1
17.137783,3.5407417,CD14+ Mono,S100A9,S100A8,LYZ,CTSS,NEAT1,VCAN,FCN1,CST3
-1.9754425,-1.6823,CD8+ T naive,CD8B,CD8,JUNB,LINC02446,HBA1,HIST1H4C,CRIP1,CD69
-0.6603184,14.349116,CD4+ T naive,CCL5,ANXA1,AHNAK,MALAT1,CRIP1,GZMA,JUN,IL7R
0.8819954,11.8111725,CD4+ T activated,CCL5,GZMK,ANXA1,KLRB1,GZMA,IL7R,CRIP1,CD2
-3.4450254,-1.6345662,CD8+ T naive,CD8B,JUNB,ID2,SAT1,CD8,FOS,HIST1H4C,TNFAIP3
-9.2071705,-12.15554,Transitional B,IGHM,CD79B,TCL1A,IGKC,HLA-DRA,VPREB3,VPREB1,SOX4
-13.790457,-5.9279165,Naive CD20+ B IGKC-,IGHM,IGLC2,HLA-DRA,CD74,IGHD,CD79B,MS4A1,IGLC3
19.032045,-14.188933,Reticulocyte,MALAT1,HBD,HBA2,HBB,HBA1,HBM,AHSP,FOS
-2.1122074,-3.5956216,CD8+ T naive,JUNB,FOS,CD8,LINC02446,CD8B,IL7R,TRBC2,SAT1
-17.970211,-11.526531,Naive CD20+ B IGKC+,IGKC,IGHM,HLA-DRA,CD74,CD79A,IGHD,CD69,DUSP2
-5.5836215,6.0207853,CD4+ T naive,JUNB,ARL4C,MALAT1,AL499604.1,CD69,IL7R,PRKCQ-AS1,MARCKSL1
-1.0798391,-2.5410705,CD8+ T naive,HIST1H4C,DUSP2,HBA1,CD69,CD8B,JUNB,TRBC2,JUN
-5.13172,4.500943,CD4+ T naive,JUNB,CD69,MALAT1,TNFAIP3,GIMAP7,MAL,HIST1H4C,TUBA1B
-4.2214794,6.4318085,CD4+ T naive,HBD,H1FX,MALAT1,CD69,HIST1H4C,PRKCQ-AS1,NEAT1,TPT1
-0.74255085,-1.0933156,CD8+ T naive,CD8B,CD8,JUNB,LINC02446,FOS,HIST1H4C,SAT1,IL7R
-9.817036,-13.150162,Transitional B,IGHM,TCL1A,CD79B,IGKC,VPREB3,VPREB1,HLA-DRA,IGLL1
21.717495,-14.555868,Reticulocyte,MALAT1,HBD,HBA2,HBB,HBM,HBA1,AHSP,CA1
-9.433298,-11.072811,Transitional B,CD79B,TCL1A,IGHM,VPREB3,IGLC1,IGLC2,SOX4,HLA-DRA
-14.325361,-11.101685,Transitional B,IGKC,IGHM,CD79B,HLA-DRA,IGLC1,TCL1A,CD79A,CD74
7.780706,13.2033415,CD8+ T CD57+ CD45RA+,NKG7,CCL5,GNLY,GZMB,GZMH,FGFBP2,CST7,CRIP1
-12.576368,-11.864077,Transitional B,IGKC,IGHM,CD79B,TCL1A,HLA-DRA,CD74,VPREB3,CD79A
-3.364091,-1.9381783,CD8+ T naive,CD8,CD8B,FOS,JUN,SOCS1,AL499604.1,KLRK1,LINC02446
-2.3692684,6.2381988,CD4+ T activated,CRIP1,CITED2,MALAT1,GIMAP7,S100A11,HBA2,CD69,PRKCQ-AS1
0.56643015,-1.0320287,CD8+ T naive,CD8,AIF1,CD8A,HIST1H4C,TRBC1,JUN,KLF6,NEAT1
8.144856,12.512695,CD8+ T CD57+ CD45RA+,NKG7,CCL5,GNLY,GZMH,FOS,FGFBP2,CST7,GZMB
-10.0808,-10.256313,Transitional B,IGHM,CD79B,IGLC3,TCL1A,HLA-DRA,CD24,SOX4,IGLC2
-0.9426683,-22.078213,Erythroblast,HBM,HBD,CA1,AHSP,HBB,HIST1H4C,PRDX2,HBA2
-15.554983,-5.5374365,Naive CD20+ B IGKC-,IGLC2,IGHM,CD74,HLA-DRA,CD79A,IGHD,TCL1A,HLA-DRB1
-6.2712603,8.153245,CD4+ T naive,JUNB,TNFAIP3,FOS,CD69,ARL4C,AL499604.1,CRIP1,TRAC
-3.6984024,7.3490124,CD4+ T naive,TRBC1,JUNB,MALAT1,HIST1H4C,HBD,TNFAIP3,TRAT1,FOS
-4.084026,-1.8306203,CD8+ T naive,JUNB,TRBC1,CD8B,IL7R,CD8,HBA1,IRF1,MALAT1
-2.7788963,9.63459,CD4+ T activated,FOS,CRIP1,JUNB,S100A11,TRAC,HBA1,CD69,IL7R
-6.7953815,5.393705,CD4+ T naive,JUNB,TNFAIP3,CD69,H1FX,HBA1,TSHZ2,HBA2,MALAT1
-2.0031214,-2.438819,CD8+ T naive,CD8B,CD8,CD69,TRBC2,DNAJB1,MALAT1,JUN,LINC02446
-3.675447,6.0206604,CD4+ T naive,JUNB,GPR183,PCED1B-AS1,ID2,TPT1,IGLC2,ANXA1,TNFAIP3
5.2524548,-21.475014,Normoblast,HBM,HBD,AHSP,HBB,CA1,HBA1,HBA2,SLC25A37
