UMAP 1,UMAP 2,cell_type,gene_0,gene_1,gene_2,gene_3,gene_4,gene_5,gene_6,gene_7
-0.34296855,0.4358887,NK,NKG7,MALAT1,TYROBP,NEAT1,CMC1,FCER1G,KLRB1,GZMK
-0.73809063,18.70536,Normoblast,HBD,HBB,SLC25A37,TPT1,TMSB10,HBA2,AHSP,HBA1
-14.133457,-2.2562487,CD4+ T naive,TNFAIP3,SAT1,BCL11B,MALAT1,TRBC1,IL7R,JUNB,SLC2A3
-13.531546,-2.547669,CD4+ T naive,MALAT1,SAT1,HIST1H4C,HBA2,BCL11B,PCED1B-AS1,ARL4C,AL499604.1
-5.697882,11.613823,Erythroblast,HBM,HBD,AHSP,HIST1H4C,CA1,PRDX2,HBB,HBA2
-1.975922,-6.004483,CD8+ T CD57+ CD45RA+,NKG7,CCL5,GNLY,GZMH,CCL4,CD8B,FGFBP2,CD8
-12.001288,-9.956188,CD8+ T naive,CD8,CD8B,KLRK1,IL7R,CD8A,NUCB2,AIF1,ARL4C
-10.165702,-10.689995,CD8+ T naive,CD8B,CD8,JUN,CD8A,HBB,HBA2,LINC02446,HBD
-11.878502,-11.699095,CD8+ T naive,CD8B,CD8,JUN,FOSB,TNFAIP3,HBA1,KLRK1,CD8A
0.80630755,-1.042583,NK,GNLY,GZMH,NKG7,GZMB,FGFBP2,KLRB1,TYROBP,AREG
8.074719,19.263054,Reticulocyte,MALAT1,HBB,HBA2,HBA1,TPT1,TMSB10,CD69,BPGM
14.801072,4.1743774,CD14+ Mono,LYZ,CTSS,S100A9,PSAP,JUN,CST3,AIF1,HLA-DRA
-13.764349,-4.2493086,CD4+ T naive,TRBC1,HBA1,TPT1,AL499604.1,JUNB,HBA2,HBB,H1FX
-13.61238,-4.677856,CD4+ T naive,JUN,TRBC2,MALAT1,JUNB,AL499604.1,BCL11B,TRAC,IRF1
5.5470095,-16.209652,Naive CD20+ B IGKC+,IGKC,IGHM,HLA-DRA,HLA-DRB1,CD74,HLA-DPB1,KLF6,CD79B
5.170539,-15.381325,Naive CD20+ B IGKC+,IGKC,IGHM,CD74,CD79B,CD79A,HLA-DRA,HLA-DRB1,MS4A1
5.0283875,18.585644,Reticulocyte,HBD,MALAT1,HBA2,HBB,HBA1,TPT1,TMSB10,AHSP
6.7816415,-12.217316,Naive CD20+ B IGKC-,IGLC3,HLA-DRA,IGHM,CD74,IGHD,HLA-DRB1,CD37,CD79B
10.736299,-9.693731,Transitional B,MALAT1,IGHM,HLA-DRA,PCDH9,BCL7A,CD74,ZEB2,YBX3
8.016209,19.590195,Reticulocyte,MALAT1,HBA2,HBB,HBA1,TPT1,TMSB10,HBD,SLC25A37
-10.815037,-10.895918,CD8+ T naive,CD8B,CD8,CD8A,LINC02446,HBA1,JUN,HBA2,HBB
-12.318663,-2.5719442,CD4+ T activated,AL499604.1,MALAT1,TNFAIP3,BCL11B,TCF7,JUNB,HBA2,IL7R
-11.426087,-5.7431955,CD4+ T activated,HBA2,MALAT1,NEAT1,HBA1,CD3E,SAT1,CITED2,ARL4C
-12.120406,-4.7441397,CD4+ T naive,HBA2,HBA1,TPT1,HBB,MALAT1,CITED2,ARL4C,HBD
-7.830284,-2.1420913,CD4+ T activated,HIST1H4C,MALAT1,TRAC,HBA2,HBD,HBB,HIST1H1D,TNFAIP3
6.5162373,19.86538,Reticulocyte,MALAT1,HBD,HBA2,TPT1,HBB,HBA1,TMSB10,SLC25A37
7.5532703,-11.697458,Naive CD20+ B IGKC-,IGLC2,IGHM,CD74,HLA-DRA,CD79A,IGHD,TCL1A,CD79B
-13.272137,-3.399465,CD4+ T naive,TRBC1,IL7R,HBD,ANXA1,MALAT1,BCL11B,JUN,JUNB
1.1499581,-1.3857844,NK,NKG7,GZMB,CCL4,GNLY,CCL5,KLRB1,FGFBP2,CST7
-10.837675,-11.4431095,CD8+ T naive,CD8,CD8B,LINC02446,JUNB,JUN,CD8A,NEAT1,ID2
-12.795351,-4.8739605,CD4+ T naive,FOS,MALAT1,TRBC2,BCL2,PCED1B-AS1,HBA2,FOSB,HBA1
-13.39742,-4.0706034,CD4+ T naive,BCL11B,MALAT1,IL7R,SAT1,TNFAIP3,JUNB,TRBC2,NEAT1
14.574684,4.524418,CD14+ Mono,CTSS,S100A9,LYZ,S100A8,PSAP,JUN,VCAN,FCN1
-4.382005,11.390956,Erythroblast,HBM,HBD,AHSP,HIST1H4C,HBB,CA1,PRDX2,TMSB10
-12.999491,-2.9548635,CD4+ T activated,TRBC2,HBA2,HBA1,ANXA1,HBB,CD69,BCL11B,CITED2
-9.389501,-10.378322,CD8+ T naive,CD8B,CD8,LINC02446,CD8A,HBA1,ARL4C,MALAT1,HBB
-10.536484,-9.900543,CD8+ T naive,CD8B,DUSP2,CD8,LINC02446,JUN,HIST1H1D,TPT1,CD3G
-5.4056277,12.118831,Erythroblast,HBD,HBM,HIST1H4C,AHSP,HBB,PRDX2,CA1,HBA2
1.1862407,-1.6238804,NK,CCL4,GNLY,NKG7,GZMB,ARL4C,TRBC1,KLRB1,TYROBP
6.7123084,19.300785,Reticulocyte,MALAT1,TPT1,HBA2,HBD,HBB,HBA1,HBM,TMSB10
5.1505957,18.427746,Reticulocyte,MALAT1,HBD,HBA2,HBB,HBA1,HBM,TPT1,TMSB10
-2.3739178,-6.055865,CD8+ T CD57+ CD45RA+,CCL5,NKG7,CD8B,GZMH,CD8,GNLY,FGFBP2,GZMB
12.929995,2.6100724,CD14+ Mono,S100A9,CTSS,S100A8,LYZ,VCAN,FCN1,ZFP36,PSAP
-9.711487,-10.714796,CD8+ T naive,CD8B,CD8,HBA1,JUN,CD8A,MALAT1,TRBC2,CD3G
-10.643423,-11.52148,CD8+ T naive,FOS,CD8,CD8B,LINC02446,HBA1,HBB,HBA2,CRIP1
-11.924322,-2.500483,CD4+ T naive,MALAT1,JUNB,TRBC2,SAT1,BCL11B,TNFAIP3,JUN,HBD
7.087548,-13.275743,Naive CD20+ B IGKC-,IGHM,HLA-DRA,CD74,IGHD,CD79A,HLA-DRB1,MS4A1,LINC00926
6.5472584,18.70898,Reticulocyte,MALAT1,HBA2,HBB,TPT1,HBA1,HBD,TMSB10,HBM
7.255612,-13.210409,Naive CD20+ B IGKC-,IGHM,CD74,IGHD,HLA-DRA,MEF2C,MS4A1,HLA-DRB1,IGKC
10.600016,-10.614139,Transitional B,IGLC3,IGLC2,IGHM,CD79B,TCL1A,RGS2,HLA-DRA,VPREB3
-10.942068,-10.650364,CD8+ T naive,CD8B,CD8,LINC02446,FOSB,HBB,HBA1,NUCB2,CD3E
11.656017,4.6715326,CD14+ Mono,LYZ,S100A9,NEAT1,S100A8,AC020656.1,FOS,FOSB,LGALS1
-12.096998,-11.152426,CD8+ T naive,CD8,LINC02446,CD8B,JUN,KLF6,TRBC1,IL7R,JUNB
-14.982286,-4.442458,CD4+ T naive,TRBC1,TNFAIP3,JUN,AL499604.1,MALAT1,NEAT1,BCL11B,TRAC
-13.752998,-6.4238734,CD4+ T naive,JUNB,MALAT1,TRBC1,BCL11B,HBD,TPT1,AIF1,CRYBG1
10.886837,-11.36228,Transitional B,IGKC,IGHM,CD79B,TCL1A,HLA-DRA,MALAT1,CD74,VPREB3
-11.982594,-2.514006,CD4+ T naive,BCL11B,NOSIP,HIST1H4C,GPR183,TRBC2,HBD,ANXA1,MALAT1
12.371101,3.3107765,CD14+ Mono,S100A9,LYZ,S100A8,CTSS,FCN1,LGALS1,TYROBP,AC020656.1
-13.210247,-4.834373,CD4+ T naive,PRKCQ-AS1,PCED1B-AS1,ARL4C,BCL11B,OXNAD1,MALAT1,TRAT1,BCL2
14.3741045,2.8429747,CD14+ Mono,S100A9,CTSS,LYZ,PSAP,S100A8,FOSB,AIF1,FGL2
-10.936203,-10.303383,CD8+ T naive,CD8B,CD8,FOS,MALAT1,CD7,ARL4C,TRBC2,NOSIP
-10.880329,-1.5420326,CD4+ T activated,CRIP1,ARL4C,CITED2,TRBC2,CD74,TNFAIP3,HIST1H4C,DUSP2
-4.4518027,-6.206608,CD8+ T CD57+ CD45RA+,CD8B,CD8,NKG7,CD8A,ITGB1,JUN,CCL5,CD69
-10.988695,-10.589113,CD8+ T naive,CD8B,CD8,LINC02446,AIF1,JUN,CD69,CD8A,TRBC2
5.378829,19.728024,Reticulocyte,MALAT1,HBD,TPT1,HBA2,HBB,HBA1,TMSB10,AHSP
-10.455433,-11.289051,CD8+ T naive,CD8B,CD8,CD8A,JUNB,KLRK1,LINC02446,HBA1,MALAT1
-4.041087,13.118999,Erythroblast,HBD,HBM,AHSP,HBB,PRDX2,BLVRB,TMSB10,HBA2
-10.628704,-11.060532,CD4+ T naive,JUN,JUNB,NEAT1,NOSIP,TPT1,TRBC2,CD3E,ID2
-1.8205844,-6.031091,CD8+ T CD57+ CD45RA+,CCL5,NKG7,GZMH,GNLY,LGALS1,CD8A,CD8,FGFBP2
7.087225,-16.380196,Naive CD20+ B IGKC+,IGKC,HLA-DRA,IGHM,HLA-DRB1,CD74,HLA-DPB1,IGHD,HLA-DPA1
11.607333,-8.726669,Transitional B,IGHM,CD79B,TCL1A,IGLC1,IGKC,VPREB3,HLA-DRA,SOX4
6.682359,-12.03607,Naive CD20+ B IGKC-,IGLC3,HLA-DRA,IGHM,CD74,HLA-DPB1,CD79B,IGHD,HLA-DRB1
-13.978015,-3.9357743,CD4+ T naive,MALAT1,PRKCQ-AS1,NEAT1,TRBC2,CRYBG1,JUNB,GIMAP7,NOSIP
11.488992,4.034393,CD14+ Mono,LYZ,S100A8,S100A9,AC020656.1,VCAN,FCN1,PSAP,LGALS1
-13.8548355,-2.143596,CD4+ T naive,BCL11B,PCED1B-AS1,ARL4C,PRKCQ-AS1,SAT1,AL499604.1,HIST1H4C,HBA1
-12.880182,-5.1398525,CD4+ T activated,TPT1,TRAC,HBB,FOS,ARL4C,HBD,GPR183,BCL11B
-9.899178,-11.280866,CD8+ T naive,CD8B,CD8,LINC02446,CD8A,TRBC1,NUCB2,TCF7,FOSB
-1.7747171,-6.135514,CD8+ T CD57+ CD45RA+,CCL5,NKG7,GZMH,GNLY,ITGB1,CD8,CD8A,CRIP1
4.1541557,18.428423,Reticulocyte,HBD,MALAT1,HBB,HBM,TPT1,HBA2,HBA1,TMSB10
6.64419,19.647444,Reticulocyte,MALAT1,TPT1,HBA2,HBB,HBD,HBA1,TMSB10,SLC25A37
-4.3743563,12.877058,Erythroblast,HBD,HBM,AHSP,CA1,HBB,PRDX2,BLVRB,HBA2
-13.107979,-2.5248814,CD4+ T naive,BCL11B,TRBC2,TNFAIP3,SAT1,MALAT1,TSHZ2,GIMAP7,AL499604.1
5.092762,18.853746,Reticulocyte,MALAT1,HBD,HBA2,HBB,TPT1,HBA1,TMSB10,AHSP
-2.1798682,17.481327,Normoblast,HBD,HBM,HBB,SLC25A37,TPT1,AHSP,TMSB10,HBA1
8.188984,19.114544,Reticulocyte,MALAT1,HBB,HBA2,TPT1,HBA1,TMSB10,HBD,JUNB
6.408139,18.967928,Reticulocyte,MALAT1,HBD,HBA2,HBB,HBA1,TPT1,TMSB10,AHSP
-5.720688,11.887688,Erythroblast,HBM,HBD,AHSP,HIST1H4C,CA1,PRDX2,HBB,BLVRB
-12.88429,-2.0723686,CD4+ T naive,BCL11B,MALAT1,JUNB,AL499604.1,PCED1B-AS1,SAT1,JUN,HBD
6.2918324,19.747803,Reticulocyte,MALAT1,HBD,TPT1,HBA2,HBB,HBA1,TMSB10,BLVRB
7.4780912,19.202013,Reticulocyte,MALAT1,HBA2,HBB,HBA1,HBD,TPT1,TMSB10,SLC25A37
-12.315671,-5.5329905,CD4+ T naive,JUN,MALAT1,TRBC1,HBA1,HIST1H1D,BCL11B,SAT1,TPT1
-1.9206945,-6.0635214,CD8+ T CD57+ CD45RA+,CCL5,NKG7,GZMH,CD8B,GNLY,CD8,FGFBP2,GZMB
3.9167387,18.121075,Reticulocyte,HBD,MALAT1,HBB,HBA2,HBA1,HBM,TPT1,TMSB10
14.558565,4.9620113,CD14+ Mono,S100A9,LYZ,CTSS,S100A8,VCAN,FCN1,PSAP,FGL2
-12.88962,-3.1059859,CD4+ T naive,TRBC1,PRKCQ-AS1,FOS,SAT1,JUN,ARL4C,ANXA1,BCL2
-14.873621,-3.6815274,CD4+ T naive,MALAT1,ID2,JUNB,TRBC1,BCL11B,TNFAIP3,PCED1B-AS1,GPR183
12.662569,2.3092682,CD14+ Mono,S100A9,NEAT1,CTSS,LYZ,S100A8,FOSB,SAT1,FGL2
4.990447,19.25895,Reticulocyte,HBD,MALAT1,HBA2,HBB,TPT1,HBA1,TMSB10,AHSP
13.314505,5.89697,CD14+ Mono,S100A9,S100A8,LYZ,FCN1,CTSS,VCAN,S100A12,PSAP
-1.4692264,-5.965867,CD8+ T CD57+ CD45RA+,CCL5,NKG7,CCL4,GNLY,GZMH,GZMB,CD3G,ITGB1
-2.2729347,-6.127206,CD8+ T CD57+ CD45RA+,CCL5,NKG7,GZMH,CD8B,CD8,CRIP1,GNLY,CD8A
-10.780236,-1.8908873,CD4+ T activated,IL7R,CRIP1,TRBC2,JUNB,AL499604.1,BCL11B,ITGB1,PCED1B-AS1
13.9014015,2.5142703,CD14+ Mono,CTSS,S100A9,PSAP,LYZ,VCAN,ZFP36,NAMPT,S100A8
2.9962153,19.115582,Reticulocyte,HBD,MALAT1,HBM,TPT1,HBB,HBA2,HBA1,TMSB10
8.100119,19.387123,Reticulocyte,MALAT1,HBA2,HBB,HBA1,TPT1,TMSB10,HBD,JUNB
-14.189194,-3.3417416,CD4+ T naive,TNFAIP3,JUNB,IL7R,ID2,FYB1,TRAT1,MALAT1,FOS
-12.048423,-11.155996,CD8+ T naive,CD8B,CD8,LINC02446,AIF1,FOSB,FOS,TNFAIP3,JUN
-2.4409492,-5.731609,CD8+ T CD57+ CD45RA+,CCL5,NKG7,GZMH,CD8B,TRAC,CD8A,GNLY,CCL4
8.037398,-11.941276,Naive CD20+ B IGKC-,IGHM,CD74,HLA-DRA,TCL1A,MS4A1,IGHD,IGLC1,CD79A
4.38923,18.478752,Reticulocyte,HBD,MALAT1,HBA2,HBB,HBM,HBA1,TPT1,TMSB10
7.408225,19.724476,Reticulocyte,MALAT1,HBA2,HBD,HBB,HBA1,TPT1,TMSB10,SLC25A37
-6.3042955,-0.74086004,NK,JUN,ID2,MALAT1,IL7R,TNFAIP3,HLA-DRB1,NEAT1,CRIP1
-5.751991,11.52887,Erythroblast,HBD,HBM,AHSP,CA1,HIST1H4C,HBB,PRDX2,HBA2
-12.139826,-10.812315,CD8+ T naive,CD8,CD8B,JUNB,KLRK1,DUSP2,CD8A,LINC02446,JUN
-4.665651,11.931526,Erythroblast,HBM,HIST1H4C,HBD,AHSP,HBB,HBA2,CA1,HBA1
-9.867672,-1.7423973,CD4+ T activated,CRIP1,TRBC2,ARL4C,ITGB1,HBA1,FOS,CITED2,HBB
-10.471169,-10.790709,CD8+ T naive,CD8,CD8B,CD8A,FOSB,NUCB2,HBA1,MALAT1,CD74
0.064192586,-0.1249022,NK,GNLY,TYROBP,NKG7,H1FX,KLRB1,HIST1H4C,MALAT1,JUNB
4.1827326,18.53423,Reticulocyte,HBD,MALAT1,HBA2,HBB,HBA1,TPT1,TMSB10,AHSP
-3.4810941,-5.3122177,CD8+ T CD57+ CD45RA+,CCL5,NKG7,CD8B,GNLY,CD8,JUN,GZMH,FGFBP2
-3.1480584,-6.0806956,CD8+ T CD57+ CD45RA+,CCL5,CCL4,NKG7,GZMH,GNLY,FGFBP2,CD8B,MALAT1
6.270774,-16.812624,Naive CD20+ B IGKC+,IGKC,IGHM,HLA-DRA,CD74,HLA-DRB1,CD79A,CD79B,IGHD
-13.673603,-4.726017,CD4+ T naive,TRBC1,HBA1,MALAT1,HBA2,HBD,DUSP2,ANXA1,HBB
-11.033362,-11.737373,CD8+ T naive,CD8B,CD8,LINC02446,TRBC1,JUN,FOS,CD8A,IL7R
6.873677,-12.700485,Naive CD20+ B IGKC-,IGLC3,IGHM,CD74,HLA-DRA,HLA-DPB1,CD79A,HLA-DRB1,IGHD
-2.595327,-5.8299494,CD8+ T CD57+ CD45RA+,CCL5,NKG7,LGALS1,GZMH,GNLY,FGFBP2,CCL4,CD8
5.29325,20.347313,Reticulocyte,MALAT1,TPT1,HBA2,HBB,HBD,HBA1,HBM,TMSB10
2.23369,18.26339,Reticulocyte,HBD,MALAT1,HBB,HBA2,TPT1,TMSB10,AHSP,HBA1
-13.027296,-3.4045556,CD4+ T naive,MALAT1,SAT1,BCL11B,GPR183,TRBC1,TNFAIP3,YBX3,HBA2
7.4172163,-11.824432,Naive CD20+ B IGKC-,IGLC3,IGLC2,HLA-DRA,IGHM,CD74,HLA-DRB1,HLA-DPB1,CD79B
-11.991522,-11.826195,CD8+ T naive,CD8,LINC02446,CD8B,TNFAIP3,FOSB,CD69,FOS,IRF1
4.090228,17.868364,Reticulocyte,MALAT1,HBD,HBB,HBA2,HBM,HBA1,TPT1,TMSB10
-7.475348,-1.919139,CD4+ T activated,CRIP1,IL7R,S100A11,CD2,ID2,ANXA1,FOSB,TRAC
6.2467155,-16.502855,Naive CD20+ B IGKC+,IGKC,IGHM,CD74,HLA-DRA,CD79A,HLA-DPB1,HLA-DRB1,IGHD
-2.7776961,17.571632,Normoblast,HBD,SLC25A37,AHSP,HBB,SLC4A1,HBM,TMSB10,HBA1
4.1458397,18.499313,Reticulocyte,HBD,MALAT1,HBA2,HBB,HBA1,TPT1,HBM,TMSB10
-7.1503115,-1.7054043,CD4+ T activated,IL7R,CD2,GZMK,HBA1,ANXA1,KLRB1,HBA2,HBB
6.046726,-16.883883,Naive CD20+ B IGKC+,IGKC,HLA-DRA,CD74,IGHM,HLA-DRB1,HLA-DPB1,IGHD,CD37
-12.066847,-7.44067,CD4+ T naive,TRBC2,BCL11B,IL7R,CD3G,DUSP2,FYB1,NOSIP,MALAT1
-10.664724,-1.3956077,CD4+ T activated,JUN,TRBC2,NEAT1,PCED1B-AS1,KLRB1,GPR183,CD69,FOSB
7.737751,-11.431854,Naive CD20+ B IGKC-,IGLC2,IGLC3,IGHM,CD74,HLA-DRA,HLA-DPB1,HLA-DRB1,CD79A
7.2244415,18.454403,Reticulocyte,MALAT1,HBB,HBA2,HBA1,TMSB10,TPT1,CA1,JUNB
-12.1522455,-10.4604,CD8+ T naive,CD8,CD8B,AIF1,IL7R,CD8A,FOSB,KLRK1,TRBC2
-10.173568,-10.599113,CD8+ T naive,CD8B,CD8,CD8A,NUCB2,TRBC1,HIST1H4C,TRBC2,CARS
-7.5571895,-1.6918709,CD4+ T activated,CRIP1,IL7R,KLF6,AHNAK,S100A11,TRBC1,KLRB1,ANXA1
-11.210055,-9.724023,CD8+ T naive,CD8,CD8B,KLRK1,JUN,CD8A,FOSB,CD7,MALAT1
-10.306954,-2.045344,CD4+ T activated,CRIP1,ARL4C,TRAC,HBB,IL7R,JUN,JUNB,BCL11B
14.83622,4.157641,CD14+ Mono,CTSS,LYZ,PSAP,S100A9,FGL2,JUN,VCAN,FCN1
6.895512,19.82308,Reticulocyte,MALAT1,TPT1,HBA2,HBB,HBA1,TMSB10,HBD,SLC25A37
13.830068,2.4082932,CD14+ Mono,CTSS,JUN,PSAP,FGL2,LYZ,S100A9,NEAT1,TNFAIP3
-12.009529,-9.744081,CD8+ T naive,CD8B,CD8,CD8A,NUCB2,LINC02446,CD74,CD7,NELL2
2.3026733,16.812908,Reticulocyte,HBD,HBM,MALAT1,HBB,HBA2,AHSP,HBA1,TMSB10
13.686989,4.2379665,CD14+ Mono,S100A9,S100A8,LYZ,CTSS,VCAN,PSAP,FCN1,SAT1
14.650255,5.1051207,CD14+ Mono,S100A9,LYZ,CTSS,S100A8,VCAN,FCN1,JUN,PSAP
-12.130622,-11.700129,CD8+ T naive,CD8B,CD8,HBA1,LINC02446,CRIP1,DUSP2,HBB,KLRK1
-7.623376,-2.4850507,CD4+ T naive,MALAT1,NEAT1,JUN,AHNAK,HBA1,HBB,HBD,IL7R
-9.255099,-3.6612456,CD4+ T activated,CRIP1,FOS,CCL5,TRAC,TRBC2,CD2,GZMA,ANXA1
-11.507513,-11.716379,CD8+ T naive,CD8B,CD8,LINC02446,FOSB,CD8A,HBA1,HBA2,JUN
11.406793,-8.9691925,Transitional B,IGHM,CD79B,TCL1A,VPREB3,HLA-DRA,IGLC1,SOX4,VPREB1
8.902855,-11.523022,Naive CD20+ B IGKC-,IGLC2,IGHM,HLA-DRA,CD74,IGLC3,IGHD,HLA-DRB1,HLA-DPB1
5.443073,19.655956,Reticulocyte,MALAT1,HBD,TPT1,HBA2,HBB,HBA1,TMSB10,HBM
-10.774189,-10.490275,CD8+ T naive,CD8,CD8B,LINC02446,HBA1,MALAT1,TRBC2,JUN,FOSB
5.8169117,-16.305294,Naive CD20+ B IGKC+,IGKC,HLA-DRA,IGHM,CD74,CD79A,IGHD,HLA-DPB1,JUN
-14.410217,-3.0632706,CD4+ T naive,JUNB,ARL4C,PCED1B-AS1,HBA1,PRKCQ-AS1,IGKC,MALAT1,FOS
-11.855406,-10.601124,CD8+ T naive,CD8B,CD8,CD8A,LINC02446,HBA1,JUN,TRBC2,PCED1B-AS1
-12.73407,-3.1124017,CD4+ T naive,TNFAIP3,JUNB,MALAT1,PCED1B-AS1,HIST1H4C,IL7R,ZFP36,CD69
-13.128216,-4.190179,CD4+ T naive,HIST1H4C,PRKCQ-AS1,CD69,TPT1,PCED1B-AS1,MALAT1,HBB,HBA2
-11.144627,-11.56665,CD8+ T naive,CD8B,CD8,LINC02446,TRBC2,NEAT1,CD69,JUNB,TPT1
11.552248,-8.973241,Transitional B,TCL1A,IGHM,CD79B,VPREB1,VPREB3,RGS2,HLA-DRA,SOX4
6.027055,17.957253,Reticulocyte,MALAT1,HBA2,HBB,HBD,HBA1,HBM,TMSB10,TPT1
11.439096,-9.183258,Transitional B,IGLC2,CD79B,VPREB3,TCL1A,SOX4,IGHM,HLA-DRA,IGLC1
8.223917,-14.6165695,Transitional B,IGKC,IGHM,IGLC1,CD79B,IGLC2,TCL1A,CD79A,HLA-DRA
-2.0574088,-6.109375,CD8+ T CD57+ CD45RA+,CCL5,NKG7,GZMH,GNLY,FGFBP2,ID2,JUN,CST7
9.448981,-13.403698,Transitional B,IGKC,IGHM,CD79B,TCL1A,MALAT1,HLA-DRA,RGS2,CD74
-12.926186,-10.373975,CD8+ T naive,CD8,CD8B,DUSP2,KLRK1,JUN,LINC02446,CD69,NUCB2
-11.440746,-3.030074,CD4+ T activated,BCL11B,SAT1,GIMAP7,MALAT1,CCL5,CD69,BCL2,PRKCQ-AS1
-9.741584,-11.4131975,CD8+ T naive,CD8A,CD8,CD69,AIF1,CCL4,KLRK1,JUN,NUCB2
-2.1523824,-6.043765,CD8+ T CD57+ CD45RA+,NKG7,CCL5,GZMH,CD8B,CD8,CD3G,FOS,FGFBP2
10.971008,-9.885464,Transitional B,IGLC3,CD79B,IGHM,TCL1A,IGLC2,HLA-DRA,CD24,SOX4
-5.2981777,12.046016,Erythroblast,HBD,HBM,HIST1H4C,HBB,AHSP,CA1,HBA2,HBA1
7.35687,-11.751541,Naive CD20+ B IGKC-,IGLC2,HLA-DRA,IGHM,CD74,HLA-DRB1,CD79A,HLA-DPB1,IGHD
-13.957036,-3.1236377,CD4+ T naive,JUNB,TNFAIP3,BCL11B,TRBC2,TRAC,SAT1,PRKCQ-AS1,NOSIP
-13.832096,-4.9442854,CD4+ T naive,TRBC1,BCL11B,MALAT1,CITED2,IL7R,HIST1H4C,JUNB,TRAT1
-12.644945,-11.704227,CD8+ T naive,CD8B,CD8,CD8A,JUN,TRBC1,JUNB,AIF1,HBA1
-10.570936,-2.1634364,CD4+ T activated,TRBC2,BCL11B,TRAC,TPT1,CD69,HIST1H4C,CD3G,ARL4C
-12.531269,-3.412407,CD4+ T naive,MALAT1,TNFAIP3,AL499604.1,SAT1,NEAT1,JUNB,TPT1,JUN
-12.473848,-10.343941,CD8+ T naive,CD8B,CD8,LINC02446,FOSB,AIF1,IL7R,FOS,NUCB2
-12.947975,-3.2981472,CD4+ T naive,JUNB,MALAT1,ID2,SAT1,NEAT1,TNFAIP3,PCED1B-AS1,PRKCQ-AS1
-2.5930095,14.51594,Normoblast,HBD,HBM,AHSP,HBB,SLC25A37,CA1,TMSB10,HBA1
-5.513076,11.534758,Erythroblast,HBM,HBD,HBB,AHSP,HIST1H4C,HBA2,TMSB10,CA1
-14.578211,-2.3564613,CD4+ T naive,SAT1,MALAT1,FOS,CD69,JUNB,PCED1B-AS1,AL499604.1,BCL2
1.6891026,19.034325,Reticulocyte,MALAT1,HBD,HBB,AHSP,HBA2,HBA1,TMSB10,SLC25A37
3.0867333,18.849403,Reticulocyte,HBD,MALAT1,HBM,HBB,HBA2,TPT1,HBA1,TMSB10
-12.750053,-3.3474884,CD4+ T activated,HIST1H4C,CD69,IL7R,TRBC2,TPT1,BCL11B,GIMAP7,SAT1
7.6839795,-14.827778,Naive CD20+ B IGKC+,IGKC,IGHM,HLA-DRA,CD74,CD79B,FOS,CD79A,IGHD
-2.667339,14.711163,Normoblast,HBD,HBM,AHSP,HBB,SLC25A37,SLC4A1,TPT1,HBA1
-14.384172,-3.0579689,CD4+ T naive,PRKCQ-AS1,JUNB,PCED1B-AS1,MALAT1,IL7R,JUN,ID2,ARL4C
-4.0827074,11.426373,Erythroblast,HBM,HBD,AHSP,CA1,HBB,HIST1H4C,TMSB10,HBA1
-5.6197124,11.797115,Erythroblast,HBM,HBD,HIST1H4C,AHSP,CA1,HBB,PRDX2,TMSB10
8.815995,18.599758,Reticulocyte,MALAT1,HBB,HBA2,HBA1,TMSB10,TPT1,JUNB,TRBC2
-5.017345,11.323596,Erythroblast,HBD,HBM,HIST1H4C,AHSP,HBB,HBA2,HBA1,TMSB10
4.0684996,19.362095,Reticulocyte,TPT1,MALAT1,HBD,HBB,HBA2,HBM,HBA1,TMSB10
-11.52096,-3.0211608,CD4+ T naive,NEAT1,MALAT1,FOS,BCL11B,HBA1,TRBC2,JUNB,HBA2
-13.320476,-4.6980667,CD4+ T naive,JUNB,H1FX,TPT1,MALAT1,ZFP36,NEAT1,HBA2,HBB
8.236214,18.976416,Reticulocyte,MALAT1,HBA2,HBB,HBA1,TPT1,TMSB10,HBD,JUNB
5.9448566,-16.577057,Naive CD20+ B IGKC+,IGKC,HLA-DRA,CD74,IGHM,JUN,CD79A,CD37,HLA-DPB1
0.39652646,-1.5388598,NK,CCL4,GNLY,NKG7,CCL5,IRF1,GZMB,MALAT1,CD69
6.8072605,19.150042,Reticulocyte,MALAT1,HBA2,HBB,HBA1,TPT1,HBD,TMSB10,AHSP
-11.214327,-3.9060514,CD4+ T activated,FOS,MALAT1,H1FX,HBD,TPT1,CD3G,JUN,TRBC2
-12.062193,-3.710568,CD4+ T naive,TRBC2,BCL11B,TNFAIP3,SAT1,TRAC,ANXA1,CD3E,TPT1
11.736929,-8.41596,Transitional B,CD79B,HLA-DRA,TCL1A,VPREB3,SOX4,IGLL1,IGLC1,CD24
7.0389624,19.791798,Reticulocyte,MALAT1,HBA2,HBB,TPT1,HBA1,HBD,TMSB10,BLVRB
7.1841187,19.266712,Reticulocyte,MALAT1,HBB,HBA1,HBA2,TPT1,HBD,TMSB10,CA1
6.0672913,-17.002487,Naive CD20+ B IGKC+,IGKC,IGHM,HLA-DRA,CD74,CD79A,IGHD,HLA-DRB1,CD79B
6.077506,-12.840166,Naive CD20+ B IGKC-,IGLC3,IGHM,HLA-DRA,CD74,IGHD,CD79B,HLA-DRB1,HLA-DPB1
-9.977739,-10.390564,CD8+ T naive,CD8B,CD8,NUCB2,HBB,HBA1,HBD,PDE3B,MALAT1
